,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
3100,681452718,False,finalized,3,2/25/15 2:15,negative,1.0,Customer Service Issue,1.0,United,,JerikaPhelps,,0,@united it's a shame the great customer service wasn't continued in SFO. Slightly absurd,"[37.62068265, -122.38816957]",2/19/15 23:43,5.68677e+17,,
3109,681452727,False,finalized,3,2/25/15 1:26,positive,1.0,,,United,,bren8oh8,,0,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.","[40.7868699, -111.9790833]",2/19/15 23:13,5.6867e+17,SoCal is where my mind stays,
3119,681452738,False,finalized,3,2/25/15 3:27,negative,1.0,Bad Flight,0.3507,United,,RobTrongone,,0,@united Flt 359 lax to EWR. Your pilot bragged about getting to EWR early only to wait 20 min for a jetway driver. Thanks United!,"[40.69758992, -74.25047478]",2/19/15 22:20,5.68657e+17,New Jersey,
3125,681452744,False,finalized,3,2/25/15 3:27,neutral,0.6267,,,United,,bren8oh8,,0,@united thanks.  Not tonight it would seem. http://t.co/WNdcEO5QlK,"[40.7697595, -111.974937]",2/19/15 22:12,5.68654e+17,SoCal is where my mind stays,
3133,681452752,False,finalized,3,2/25/15 3:00,positive,1.0,,,United,,JerikaPhelps,,0,@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,"[33.82063563, -116.50768141]",2/19/15 21:53,5.6865e+17,,
3141,681452760,False,finalized,3,2/25/15 1:49,negative,1.0,Customer Service Issue,1.0,United,,jnostrant,,0,"@united here is my case id 8473573. Requested on 2/5, now it's 2/19... 7-10 days I'll get a response, BS!","[37.78508121, -122.41114577]",2/19/15 21:32,5.68644e+17,"Los Angeles, CA",Pacific Time (US & Canada)
3147,681452766,False,finalized,3,2/25/15 4:08,neutral,0.6804,,0.0,United,,stephaniefoos,,0,@united what is your plan to reduce delays?,"[40.71288929, -74.16612474]",2/19/15 21:12,5.68639e+17,"Boston, MA",Alaska
3156,681452775,False,finalized,3,2/25/15 5:37,negative,0.6687,Late Flight,0.6687,United,,Sandarella03,,0,"@united nice 2 see U have a sense of humor. #3hourdelay Just want 2 B home but I'll settle for that beer. Once safely in the air, of course","[40.68612449, -74.18465897]",2/19/15 20:27,5.68628e+17,"St. Louis, MO",Central Time (US & Canada)
3165,681452784,False,finalized,3,2/25/15 7:30,negative,1.0,Cancelled Flight,0.6871,United,,stephaniefoos,,0,@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.,"[40.69522398, -74.1760931]",2/19/15 20:06,5.68623e+17,"Boston, MA",Alaska
3169,681452788,False,finalized,3,2/25/15 4:24,neutral,1.0,,,United,,SupaZ22,,0,@united what do you have in mind?,"[37.6205514, -122.3867929]",2/19/15 19:47,5.68618e+17,"Chicago, Illinois.",Eastern Time (US & Canada)
3170,681452789,False,finalized,3,2/25/15 4:48,negative,1.0,Late Flight,0.7113,United,,stephaniefoos,,0,@united I'm over you. Evry 1st flight I take w/ you is delayed &amp; evry 2nd is on time so its missed evry time. #lastflightofthenight #breakup,"[40.69482181, -74.17458032]",2/19/15 19:43,5.68617e+17,"Boston, MA",Alaska
3172,681452791,False,finalized,3,2/25/15 4:42,negative,0.6908,Flight Attendant Complaints,0.3477,United,,SupaZ22,,0,@united it is cool. Your customer told me they didn't care either. It is expected,"[37.6209902, -122.3867265]",2/19/15 19:39,5.68616e+17,"Chicago, Illinois.",Eastern Time (US & Canada)
3181,681452800,False,finalized,3,2/25/15 8:20,negative,1.0,Late Flight,1.0,United,,SupaZ22,,0,@united I missed it. Set up in a hotel. Flights delayed in SFO for 6+ hours. Missing all the wedding festivities of my friend. _Ù÷_,"[37.6208766, -122.3867929]",2/19/15 19:21,5.68611e+17,"Chicago, Illinois.",Eastern Time (US & Canada)
3185,681452804,False,finalized,3,2/25/15 5:08,negative,1.0,Late Flight,0.6669,United,,Sandarella03,,0,@united stuck on Tarmac for the last hour. Can I have a beer?,"[40.6867848, -74.18351089]",2/19/15 19:12,5.68609e+17,"St. Louis, MO",Central Time (US & Canada)
3196,681452815,False,finalized,3,2/25/15 8:34,neutral,0.6831,,,United,,TheLunchBelle,,0,"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYCÛ_as a tourist: 
http://t.co/egaEjtRGLb","[34.06143413, -118.39787418]",2/19/15 18:52,5.68604e+17,LA / NYC,Eastern Time (US & Canada)
3211,681452830,False,finalized,3,2/25/15 2:59,neutral,0.6814,,,United,,viahailey,,0,@united your flights are really cheap what's the catch,"[38.21327338, -85.76378195]",2/19/15 18:09,5.68593e+17,"Louisville, KY. ",
3213,681452833,False,finalized,3,2/25/15 7:50,negative,1.0,Customer Service Issue,0.6572,United,,acmejla,,1,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,"[38.94549594, -77.45193731]",2/19/15 18:03,5.68592e+17,"Carmel, IN",Eastern Time (US & Canada)
3218,681452841,False,finalized,3,2/25/15 3:39,positive,1.0,,,United,,darrylwalter,,0,@united Leaving soon. Thanks!,"[40.77395906, -73.8746932]",2/19/15 17:54,5.68589e+17,"ÌÏT: 38.988512,-77.161145",Eastern Time (US & Canada)
3231,681452863,False,finalized,3,2/25/15 8:31,negative,1.0,Late Flight,1.0,United,,BrianReinert1,,1,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?,"[37.63404103, -122.40313084]",2/19/15 17:14,5.68579e+17,Las Vegas & Atlanta,Eastern Time (US & Canada)
3249,681452895,False,finalized,3,2/25/15 6:54,negative,0.6856,Late Flight,0.3593,United,,cptrice,,0,@united one hour after departure time and still no update!,"[39.99869322, -82.88004055]",2/19/15 16:47,5.68573e+17,Chicago,
3258,681452909,False,finalized,3,2/25/15 7:38,negative,1.0,Cancelled Flight,0.3711,United,,Czone12,,1,@united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more,"[37.99311597, -84.52114659]",2/19/15 16:17,5.68565e+17,lexington KY,
3260,681452912,False,finalized,3,2/25/15 7:08,negative,1.0,Customer Service Issue,1.0,United,,Czone12,,0,"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. ContÛ_","[37.99311597, -84.52114659]",2/19/15 16:16,5.68565e+17,lexington KY,
3266,681452922,False,finalized,3,2/25/15 9:12,negative,0.6702,Late Flight,0.6702,United,,cptrice,,0,@united an update on flight 5979 would be great!,"[39.99838284, -82.88068344]",2/19/15 16:11,5.68563e+17,Chicago,
3303,681452988,False,finalized,3,2/25/15 4:10,negative,1.0,Can't Tell,1.0,United,,BrianReinert1,,0,@united smiling? NOT!!,"[35.23908248, -120.64078264]",2/19/15 14:34,5.68539e+17,Las Vegas & Atlanta,Eastern Time (US & Canada)
3304,681452990,False,finalized,3,2/25/15 7:50,negative,1.0,Late Flight,1.0,United,,BrianReinert1,,0,"@united worst airline in the world-8 delays, gate agent loses her mind over 1.5 lbs and charges me $100 on top of the $25 I already paid!!","[35.23896405, -120.64046203]",2/19/15 14:33,5.68539e+17,Las Vegas & Atlanta,Eastern Time (US & Canada)
3340,681453052,False,finalized,3,2/25/15 4:00,positive,1.0,,,United,,vmnkishore,,0,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely,"[40.71517211, -74.01453422]",2/19/15 12:50,5.68513e+17,Mysore : London : New York,London
3354,681453074,False,finalized,3,2/25/15 2:23,negative,1.0,Customer Service Issue,0.6476,United,,bwood,,0,@united needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.,"[37.61907, -122.38607]",2/19/15 12:11,5.68503e+17,San Diego,Pacific Time (US & Canada)
3370,681453102,False,finalized,3,2/25/15 3:39,negative,1.0,Late Flight,1.0,United,,SleazyC_,,1,@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.,"[37.61821986, -122.38745399]",2/19/15 11:22,5.68491e+17,"Bushwick, Bkln",Pacific Time (US & Canada)
3385,681453127,False,finalized,3,2/25/15 7:22,positive,0.6842,,0.0,United,,LeanneComedy,,0,@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:),"[35.8924655, -84.19243176]",2/19/15 10:19,5.68475e+17,,Eastern Time (US & Canada)
3415,681453179,False,finalized,3,2/25/15 9:38,neutral,0.6507,,0.0,United,,ellieINchicago,,0,@united you need to follow me I order for me to DM....,"[34.06979432, -117.57757056]",2/19/15 9:14,5.68459e+17,"Chicago, IL",Central Time (US & Canada)
3508,681453338,False,finalized,3,2/25/15 9:56,neutral,0.6955,,0.0,United,,devonmonique,,0,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(,"[13.71241507, 100.60468537]",2/19/15 2:25,5.68356e+17,"shanghai, china. ",Wellington
3519,681453357,False,finalized,3,2/25/15 6:47,negative,1.0,Lost Luggage,1.0,United,,ellieINchicago,,0,@united loses my luggage and @hotelstonight loses my reservation. after a 10 hour travel day. I just want to get to @StartingBloc in the am!,"[34.06978184, -117.57752166]",2/19/15 0:51,5.68332e+17,"Chicago, IL",Central Time (US & Canada)
3520,681453359,False,finalized,3,2/25/15 5:56,negative,1.0,Lost Luggage,0.6667,United,,ellieINchicago,,0,@united oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,"[34.06071437, -117.59814212]",2/19/15 0:37,5.68329e+17,"Chicago, IL",Central Time (US & Canada)
3542,681453396,False,finalized,3,2/25/15 6:50,neutral,0.7041,,,United,,KarlSoule,,0,@united done as requested.,"[1.3523078, 103.8637764]",2/18/15 21:26,5.68281e+17,Singapore,Singapore
3562,681453428,False,finalized,3,2/25/15 8:19,negative,1.0,Bad Flight,0.6927,United,,marylkrupa,,1,"@united because of the horrific flight experience, you guys have made me NEVER want to fly on an airplane every again!!!!!!!","[38.78438914, -104.72749614]",2/18/15 20:32,5.68267e+17,"Detroit, Michigan ",
3601,681453498,False,finalized,3,2/25/15 5:44,neutral,1.0,,,United,,MichHardyTV,,0,"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!","[-33.87144962, 151.20821275]",2/18/15 18:45,5.6824e+17,Sydney,Hawaii
3603,681453500,False,finalized,3,2/25/15 7:11,negative,1.0,Late Flight,1.0,United,,vassko,,0,@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,"[41.97826134, -87.91247425]",2/18/15 18:40,5.68239e+17,"San Francisco, CA",Pacific Time (US & Canada)
3619,681453527,False,finalized,3,2/25/15 2:58,neutral,0.6383,,,United,,ghidinelli,,0,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!,"[35.21498347, -80.96071981]",2/18/15 18:09,5.68231e+17,"San Francisco, California",Pacific Time (US & Canada)
3635,681453555,False,finalized,3,2/25/15 9:52,neutral,0.6416,,0.0,United,,GaryMartinNYC,,0,@united Flight 280,"[40.74389886, -74.12493599]",2/18/15 17:15,5.68217e+17,New York City,Eastern Time (US & Canada)
3637,681453559,False,finalized,3,2/25/15 7:37,positive,1.0,,,United,,bryce_carey,,0,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,"[29.98425706, -95.34407392]",2/18/15 17:07,5.68215e+17,NC,Eastern Time (US & Canada)
3652,681453582,False,finalized,3,2/25/15 7:15,negative,1.0,Can't Tell,0.6647,United,,havecl,,1,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,"[40.03395098, -105.24950187]",2/18/15 16:27,5.68205e+17,,
3673,681453618,False,finalized,3,2/25/15 9:38,neutral,1.0,,,United,,ghidinelli,,0,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,"[41.98084325, -87.90939435]",2/18/15 15:34,5.68192e+17,"San Francisco, California",Pacific Time (US & Canada)
3727,681453709,False,finalized,3,2/25/15 2:13,negative,0.6632,Lost Luggage,0.6632,United,,ASID_CEO,,0,"@united yes, supposed to be here by 6PM. I have a Board Meeting tomorrow. Fingers crossed.","[33.5089001, -112.02901444]",2/18/15 13:52,5.68166e+17,"Washington, DC",Central Time (US & Canada)
3733,681453720,False,finalized,3,2/25/15 8:25,negative,1.0,Can't Tell,1.0,United,,OldMarks,,1,@united this may be the last time I fly your airline.,"[38.94494175, -77.45367931]",2/18/15 13:45,5.68164e+17,"Mobile, AL.",Central Time (US & Canada)
3736,681453723,False,finalized,3,2/25/15 9:18,negative,1.0,Flight Attendant Complaints,0.3556,United,,dbmain,,1,"@united Missing crew, passenger doc problems, frozen toilets, and now we're off the plane. Give me my money back.  UA3466","[41.98160558, -87.90496847]",2/18/15 13:35,5.68162e+17,,
3802,681453789,False,finalized,3,2/25/15 8:51,negative,1.0,Late Flight,1.0,United,,TammyJacksonEJ,,0,@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver,"[39.85823091, -104.67802376]",2/18/15 10:18,5.68112e+17,,Quito
3806,681453793,False,finalized,3,2/25/15 2:22,negative,1.0,Customer Service Issue,0.6484,United,,eatgregeat,,0,"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great.","[29.97877958, -95.33246329]",2/18/15 10:08,5.6811e+17,,Eastern Time (US & Canada)
3816,681453803,False,finalized,3,2/25/15 4:15,neutral,1.0,,,United,,willyvideo,,0,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,"[37.62006843, -122.38822083]",2/18/15 9:43,5.68104e+17,,Pacific Time (US & Canada)
3832,681453819,False,finalized,3,2/25/15 4:29,negative,1.0,Can't Tell,0.6821,United,,eatgregeat,,0,@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.,"[29.98605741, -90.25189405]",2/18/15 8:59,5.68092e+17,,Eastern Time (US & Canada)
3875,681453862,False,finalized,3,2/25/15 9:46,negative,1.0,Lost Luggage,1.0,United,,ColtSTaylor,,0,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags,"[33.75357228, -116.36206155]",2/18/15 6:54,5.68061e+17,All Over The World,
3904,681453891,False,finalized,3,2/25/15 3:49,negative,1.0,Bad Flight,0.6816,United,,Tony_Ciccolella,,0,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!","[37.94357634, -121.69565906]",2/18/15 4:26,5.68024e+17,"Brentwood, CA",Pacific Time (US & Canada)
3929,681453916,False,finalized,3,2/25/15 2:29,negative,1.0,Lost Luggage,1.0,United,,ColtSTaylor,,0,@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,"[33.75538818, -116.36197002]",2/17/15 23:41,5.67952e+17,All Over The World,
3938,681453925,False,finalized,3,2/25/15 9:33,negative,1.0,Lost Luggage,0.7021,United,,ColtSTaylor,,0,@united how come I have no baggage updates.,"[33.75536802, -116.36197857]",2/17/15 22:52,5.6794e+17,All Over The World,
3939,681453926,False,finalized,3,2/25/15 3:44,negative,1.0,longlines,0.6442,United,,melissaklurman,,0,"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing","[40.79971517, -74.25960937]",2/17/15 22:50,5.67939e+17,"Montclair, NJ",Quito
3944,681453931,False,finalized,3,2/25/15 1:59,negative,1.0,Lost Luggage,1.0,United,,ColtSTaylor,,0,@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.,"[33.75539049, -116.36196163]",2/17/15 22:12,5.6793e+17,All Over The World,
3945,681453932,False,finalized,3,2/25/15 6:24,negative,1.0,Late Flight,1.0,United,,MattBellingeri,,0,@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?,"[37.62063433, -122.38946673]",2/17/15 22:04,5.67928e+17,"San Francisco, CA",Quito
3949,681453936,False,finalized,3,2/25/15 8:20,negative,1.0,Lost Luggage,1.0,United,,ColtSTaylor,,0,@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.,"[33.75539049, -116.36196163]",2/17/15 21:53,5.67925e+17,All Over The World,
3953,681453940,False,finalized,3,2/25/15 9:13,negative,0.3452,Can't Tell,0.3452,United,,Tgoody9,,0,"@united unless it's on you guys, im good.","[27.98622757, -82.5414547]",2/17/15 21:39,5.67921e+17,"Sarasota, Florida ",Central Time (US & Canada)
3956,681453943,False,finalized,3,2/25/15 3:03,negative,1.0,Lost Luggage,1.0,United,,ColtSTaylor,,0,"@united missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way.","[33.75348859, -116.36209633]",2/17/15 21:32,5.6792e+17,All Over The World,
3957,681453944,False,finalized,3,2/25/15 3:45,negative,1.0,Lost Luggage,1.0,United,,ColtSTaylor,,1,@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,"[33.75348859, -116.36209633]",2/17/15 21:31,5.67919e+17,All Over The World,
3959,681453946,False,finalized,3,2/25/15 9:22,positive,1.0,,,United,,ClaudiaStClair,,0,@united received my bag. I appreciate taking care of the matter and following up!,"[40.54989958, -111.90404484]",2/17/15 21:28,5.67919e+17,"Salt Lake City, Utah",Mountain Time (US & Canada)
3965,681453952,False,finalized,3,2/25/15 7:20,negative,1.0,Lost Luggage,1.0,United,,ShawnMMcCarthy,,0,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay","[36.08651969, -115.13942786]",2/17/15 20:23,5.67902e+17,"NA, SA, Europe",Eastern Time (US & Canada)
3966,681453953,False,finalized,3,2/25/15 7:13,negative,1.0,Flight Attendant Complaints,0.6447,United,,ShawnMMcCarthy,,0,@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...,"[36.08652135, -115.13941959]",2/17/15 20:22,5.67902e+17,"NA, SA, Europe",Eastern Time (US & Canada)
3975,681453962,False,finalized,3,2/25/15 5:29,positive,0.669,,0.0,United,,ColtSTaylor,,0,@united The only thing you fella have done right today is get me to the pacific time zone.,"[34.01019938, -117.42860927]",2/17/15 19:55,5.67895e+17,All Over The World,
3976,681453963,False,finalized,3,2/25/15 5:30,negative,1.0,Lost Luggage,1.0,United,,ColtSTaylor,,0,@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.,"[34.01352255, -117.44528297]",2/17/15 19:55,5.67895e+17,All Over The World,
3985,681453972,False,finalized,3,2/25/15 9:58,negative,1.0,Bad Flight,1.0,United,,samsonola,,0,@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?,"[41.9797415, -87.9099894]",2/17/15 19:40,5.67891e+17,New Orleans,Central Time (US & Canada)
3997,681453984,False,finalized,3,2/25/15 1:35,negative,1.0,Lost Luggage,1.0,United,,mbbaker78,,0,"@united Yes, though they have not located the bag yet. It was a lovely flight outside of that.","[40.84018945, -73.93737649]",2/17/15 19:13,5.67885e+17,"New York, NY",
4025,681454012,False,finalized,3,2/25/15 6:38,positive,1.0,,,United,,MitWinter40,,1,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,"[38.88839871, -94.62041633]",2/17/15 18:04,5.67867e+17,Kansas City,
4029,681454016,False,finalized,3,2/25/15 8:10,neutral,1.0,,,United,,FAiRChicago,,1,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,"[42.04836196, -87.74130154]",2/17/15 17:48,5.67863e+17,"Chicago, IL",
4031,681454018,False,finalized,3,2/25/15 7:24,negative,1.0,Late Flight,0.3419,United,,Tgoody9,,0,@united I've been doing this for 15 years and I've never had this many issues with any other airline.,"[40.69428253, -74.17219198]",2/17/15 17:47,5.67863e+17,"Sarasota, Florida ",Central Time (US & Canada)
4032,681454019,False,finalized,3,2/25/15 7:46,negative,1.0,Late Flight,0.3612,United,,Tgoody9,,0,@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,"[40.69429232, -74.17208436]",2/17/15 17:46,5.67863e+17,"Sarasota, Florida ",Central Time (US & Canada)
4082,681454069,False,finalized,3,2/25/15 1:48,negative,1.0,Late Flight,1.0,United,,lisakaysolomon,,0,@united FYI: continuous texts and emails I am getting about the delay while held captive on the tarmac are not that helpful.,"[37.61833841, -122.38389799]",2/17/15 15:35,5.6783e+17,"San Francisco, CA",
4084,681454071,False,finalized,3,2/25/15 3:50,negative,1.0,Late Flight,1.0,United,,lisakaysolomon,,0,@united: No friendly skies from you today. 5hr+ weather delay in SFO followed by 1hr+ mechanical delay while sitting on plane. #NoFun,"[37.61859126, -122.38385699]",2/17/15 15:32,5.67829e+17,"San Francisco, CA",
4119,681454106,False,finalized,3,2/25/15 3:42,negative,1.0,Customer Service Issue,0.6929,United,,coolingpie,,0,"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united","[45.58931882, -122.5959928]",2/17/15 14:35,5.67815e+17,the questions district,Eastern Time (US & Canada)
4139,681454126,False,finalized,3,2/25/15 3:52,neutral,0.7083,,0.0,United,,ColtSTaylor,,0,"@united Well, It's LA and then a 2hr+ car ride to a dark Palm Springs technically. Maybe I'll get bumped to 1st class Den to PHL on Friday:)","[39.85861725, -104.67232956]",2/17/15 14:10,5.67808e+17,All Over The World,
4171,681454158,False,finalized,3,2/25/15 8:03,neutral,1.0,,,United,,ColtSTaylor,,0,@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.,"[39.85861339, -104.67232131]",2/17/15 13:22,5.67796e+17,All Over The World,
4206,681454193,True,golden,211,,negative,1.0,Cancelled Flight,1.0,United,negative,realmikesmith,Cancelled Flight,0,@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,"[26.37852293, -81.78472152]",2/17/15 12:10,5.67778e+17,Chicago,Eastern Time (US & Canada)
4208,681454195,False,finalized,3,2/25/15 6:24,positive,0.6522,,,United,,ColtSTaylor,,0,@united looks like I'm settled in to where I'm going.  Thx.,"[39.85871934, -104.67371484]",2/17/15 11:59,5.67775e+17,All Over The World,
4220,681454207,False,finalized,3,2/25/15 2:23,negative,1.0,Flight Attendant Complaints,1.0,United,,DGomezPearlberg,,1,@united each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!,"[40.70773298, -74.17069948]",2/17/15 11:29,5.67768e+17,NYC,Eastern Time (US & Canada)
4225,681454212,False,finalized,3,2/25/15 1:02,negative,1.0,Bad Flight,0.6481,United,,DGomezPearlberg,,1,@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,"[40.70749747, -74.17084113]",2/17/15 11:27,5.67767e+17,NYC,Eastern Time (US & Canada)
4287,681454275,False,finalized,3,2/25/15 8:41,positive,1.0,,,United,,ClaudiaStClair,,0,@united I appreciate the follow up.,"[40.35805521, -111.78241283]",2/17/15 9:11,5.67733e+17,"Salt Lake City, Utah",Mountain Time (US & Canada)
4300,681454288,False,finalized,3,2/25/15 4:19,negative,0.7109,Can't Tell,0.3609,United,,richardkerris,,0,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO","[37.62006843, -122.38822083]",2/17/15 8:48,5.67727e+17,"Los Gatos, CA ",
4313,681454301,False,finalized,3,2/25/15 2:30,neutral,0.6579,,0.0,United,,AsianAdidasGirl,,0,@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl,"[30.09009009, -95.64621813]",2/17/15 6:07,5.67687e+17,Houston,Central Time (US & Canada)
4319,681454307,False,finalized,3,2/25/15 5:45,negative,0.6337,Flight Booking Problems,0.6337,United,,markhlyon,,0,"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united","[38.9058375, -77.00423674]",2/17/15 1:54,5.67623e+17,"Washington, DC",Eastern Time (US & Canada)
4332,681454321,False,finalized,3,2/25/15 9:41,negative,1.0,Customer Service Issue,0.6761,Southwest,,tonybrancato,,0,@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.,"[41.19758614, -73.76914167]",2/24/15 11:29,5.70304e+17,Chappaqua NY,Eastern Time (US & Canada)
4333,681454322,False,finalized,3,2/25/15 6:52,negative,1.0,Bad Flight,0.6784,Southwest,,tonybrancato,,0,@SouthwestAir my wife had been in group A in prev. flight but got bumped for some reason.  Alone with two kids. At least put her in group A,"[41.1974934, -73.76920486]",2/24/15 11:28,5.70304e+17,Chappaqua NY,Eastern Time (US & Canada)
4341,681454330,False,finalized,3,2/25/15 4:15,positive,0.6809,,,Southwest,,tonybrancato,,0,@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.,"[41.19747574, -73.76926201]",2/24/15 11:10,5.703e+17,Chappaqua NY,Eastern Time (US & Canada)
4363,681454352,False,finalized,3,2/25/15 1:21,negative,0.6526,Can't Tell,0.3684,Southwest,,MauriceRabb,,0,@SouthwestAir thx but I'll be expecting a credit for this leg.,"[41.78546237, -87.7430551]",2/24/15 10:21,5.70288e+17,Chicago,Central Time (US & Canada)
4365,681454354,False,finalized,3,2/25/15 3:52,negative,1.0,Bad Flight,0.3525,Southwest,,JJBehrens,,0,"@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac","[42.88502249, -85.52894527]",2/24/15 10:17,5.70286e+17,"Grandville, Michigan",
4420,681454410,False,finalized,3,2/25/15 5:18,negative,1.0,Customer Service Issue,1.0,Southwest,,gabehosler,,0,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,"[38.30097379, -122.30180037]",2/24/15 8:49,5.70264e+17,"San Diego,  CA",Pacific Time (US & Canada)
4445,681454435,False,finalized,3,2/25/15 4:38,negative,1.0,Customer Service Issue,0.6364,Southwest,,richstahl,,0,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,"[35.84808282, -78.66572751]",2/24/15 7:56,5.70251e+17,"Raleigh, NC",Eastern Time (US & Canada)
4477,681454467,False,finalized,3,2/25/15 7:01,positive,1.0,,,Southwest,,jasonjwebb,,0,@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,"[42.3667769, -71.0170733]",2/24/15 5:45,5.70218e+17,"Boston, MA",Eastern Time (US & Canada)
4482,681454472,False,finalized,3,2/25/15 9:34,negative,0.6843,Late Flight,0.6843,Southwest,,jlivingood,,0,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,"[39.87778809, -75.23663363]",2/24/15 5:33,5.70215e+17,"Philadelphia, PA",Eastern Time (US & Canada)
4555,681454546,False,finalized,3,2/25/15 1:01,neutral,0.6404,,,Southwest,,mcgheelane,,0,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,"[39.64617884, -94.31618144]",2/23/15 17:26,5.70032e+17,,
4560,681454551,False,finalized,3,2/25/15 0:53,positive,0.7047,,,Southwest,,_missjoannalee,,0,@SouthwestAir following. Thank you.,"[37.6177248, -122.3913514]",2/23/15 16:30,5.70018e+17,Canada,Pacific Time (US & Canada)
